,001_turnover,002_morning_diff,003_ov_momentum,004_asym_ov,005_tug_of_war,006_rv_momentum,007,008,009,010,011,012,013,014,015,016,017,018,019
2023-10-18,0.10951979780960404,0.13395113732097724,0.06655433866891322,0.061499578770008424,0.08930075821398484,0.12384161752316765,0.037910699241786014,0.04465037910699242,0.031171019376579612,0.019376579612468407,0.018534119629317607,0.012636899747262006,0.005897219882055603,0.02358887952822241,0.039595619208087615,0.04717775905644482,0.014321819713563605,0.06571187868576242,0.05475989890480202
2023-10-19,0.10867733782645324,0.13395113732097724,0.06655433866891322,0.06655433866891322,0.08256107834877843,0.14153327716933445,0.039595619208087615,0.04212299915754002,0.02864363942712721,0.016849199663016005,0.019376579612468407,0.016006739679865205,0.005897219882055603,0.02274641954507161,0.02948609941027801,0.04633529907329402,0.015164279696714406,0.05981465880370682,0.05812973883740522
2023-10-20,0.11729957805907174,0.14177215189873418,0.056540084388185655,0.06582278481012659,0.08438818565400844,0.13333333333333333,0.03713080168776371,0.038818565400843885,0.02869198312236287,0.017721518987341773,0.014345991561181435,0.014345991561181435,0.006751054852320675,0.018565400843881856,0.04135021097046414,0.04725738396624472,0.020253164556962026,0.06244725738396625,0.053164556962025315
2023-10-23,0.1127946127946128,0.14393939393939395,0.06481481481481481,0.061447811447811446,0.08080808080808081,0.13215488215488216,0.03872053872053872,0.0361952861952862,0.031144781144781145,0.02441077441077441,0.015993265993265993,0.011784511784511785,0.005050505050505051,0.017676767676767676,0.03535353535353535,0.05134680134680135,0.016835016835016835,0.06481481481481481,0.054713804713804715
2023-10-24,0.12447434819175777,0.13877207737594618,0.0496215306980656,0.06644238856181665,0.08578637510513036,0.13540790580319595,0.04121110176619008,0.044575273338940284,0.02943650126156434,0.018502943650126155,0.014297729184188394,0.015138772077375946,0.004205214465937763,0.017661900756938603,0.031959629941127,0.05214465937762826,0.017661900756938603,0.05971404541631623,0.05298570227081581
2023-10-25,0.1132713440405748,0.14623837700760778,0.057480980557903634,0.0676246830092984,0.08114961961115807,0.14285714285714285,0.037193575655114115,0.03888419273034658,0.026204564666103127,0.01944209636517329,0.016060862214708368,0.011834319526627219,0.01098901098901099,0.015215553677092139,0.03550295857988166,0.04395604395604396,0.018596787827557058,0.06339814032121724,0.05409974640743871
2023-10-26,0.12289562289562289,0.1414141414141414,0.058922558922558925,0.06986531986531987,0.08333333333333333,0.12878787878787878,0.034511784511784514,0.04377104377104377,0.027777777777777776,0.021043771043771045,0.012626262626262626,0.016835016835016835,0.005050505050505051,0.015993265993265993,0.03787878787878788,0.03872053872053872,0.017676767676767676,0.07154882154882154,0.05134680134680135
2023-10-27,0.12903225806451613,0.133276740237691,0.04923599320882852,0.07215619694397284,0.08488964346349745,0.13752122241086587,0.035653650254668934,0.03904923599320883,0.03480475382003396,0.01867572156196944,0.013582342954159592,0.014431239388794566,0.0050933786078098476,0.021222410865874362,0.02801358234295416,0.04923599320882852,0.016129032258064516,0.06196943972835314,0.05602716468590832
2023-10-30,0.11483654652137469,0.13914501257334452,0.06621961441743504,0.06957250628667226,0.08717518860016764,0.13411567476948869,0.03352891869237217,0.036881810561609385,0.030176026823134954,0.020117351215423303,0.015088013411567477,0.01173512154233026,0.009220452640402346,0.019279128248113998,0.03185247275775356,0.04442581726739313,0.019279128248113998,0.06202849958088852,0.055322715842414084
2023-10-31,0.10961214165261383,0.13659359190556492,0.05902192242833052,0.07588532883642496,0.07504215851602024,0.14249578414839797,0.03962900505902192,0.03962900505902192,0.02866779089376054,0.01770657672849916,0.016020236087689713,0.016863406408094434,0.012647554806070826,0.021922428330522766,0.02951096121416526,0.046374367622259695,0.016020236087689713,0.06492411467116357,0.05143338954468803
2023-11-01,0.11828859060402684,0.1342281879194631,0.05453020134228188,0.06879194630872483,0.08053691275167785,0.14261744966442952,0.03859060402684564,0.03859060402684564,0.02936241610738255,0.01929530201342282,0.016778523489932886,0.014261744966442953,0.008389261744966443,0.02097315436241611,0.030201342281879196,0.04949664429530201,0.015939597315436243,0.06711409395973154,0.05201342281879195
2023-11-02,0.11888701517706576,0.13406408094435077,0.06745362563237774,0.07166947723440135,0.08010118043844856,0.14249578414839797,0.0387858347386172,0.0387858347386172,0.03035413153456998,0.0193929173693086,0.01517706576728499,0.012647554806070826,0.00505902192242833,0.02866779089376054,0.026981450252951095,0.04468802698145025,0.02023608768971332,0.05649241146711636,0.048060708263069137
2023-11-03,0.11690496215306981,0.12279226240538267,0.06223717409587889,0.07569386038687972,0.08746846089150546,0.1488645920941968,0.034482758620689655,0.04121110176619008,0.028595458368376788,0.022708158116063918,0.015138772077375946,0.015138772077375946,0.008410428931875526,0.022708158116063918,0.027754415475189236,0.04289318755256518,0.021026072329688814,0.05887300252312868,0.04709840201850295
2023-11-06,0.1083617747440273,0.13651877133105803,0.06228668941979522,0.08617747440273038,0.08191126279863481,0.14590443686006827,0.02901023890784983,0.03924914675767918,0.028156996587030716,0.021331058020477817,0.010238907849829351,0.00938566552901024,0.011945392491467578,0.027303754266211604,0.026450511945392493,0.04778156996587031,0.016211604095563138,0.0674061433447099,0.04436860068259386
2023-11-07,0.11008403361344538,0.12352941176470589,0.06890756302521009,0.07815126050420168,0.08151260504201681,0.1453781512605042,0.029411764705882353,0.04285714285714286,0.02689075630252101,0.024369747899159664,0.019327731092436976,0.010084033613445379,0.008403361344537815,0.02857142857142857,0.023529411764705882,0.04873949579831933,0.02689075630252101,0.05714285714285714,0.046218487394957986
2023-11-08,0.11120543293718166,0.12818336162988114,0.057724957555178265,0.07640067911714771,0.0933786078098472,0.14855687606112053,0.029711375212224108,0.0500848896434635,0.027164685908319185,0.022071307300509338,0.017826825127334467,0.011035653650254669,0.007640067911714771,0.03225806451612903,0.02461799660441426,0.04074702886247878,0.019524617996604415,0.053480475382003394,0.04838709677419355
2023-11-09,0.11063464837049743,0.12950257289879932,0.07804459691252144,0.07547169811320754,0.08490566037735849,0.1432246998284734,0.03344768439108062,0.04030874785591767,0.02830188679245283,0.025728987993138937,0.011149228130360206,0.014579759862778732,0.010291595197255575,0.029159519725557463,0.0274442538593482,0.03945111492281304,0.02058319039451115,0.0548885077186964,0.04288164665523156
2023-11-10,0.10968294772922023,0.12167952013710369,0.06512425021422451,0.08226221079691516,0.0908311910882605,0.14738646101113967,0.03513281919451585,0.04113110539845758,0.029991431019708654,0.022279348757497857,0.011996572407883462,0.01456726649528706,0.007712082262210797,0.026563838903170524,0.02913453299057412,0.05141388174807198,0.01970865467009426,0.04798628963153385,0.04541559554413025
2023-11-13,0.11653813196229648,0.1353898886032562,0.06426735218508997,0.07969151670951156,0.08226221079691516,0.14481576692373607,0.028277634961439587,0.04798628963153385,0.029991431019708654,0.026563838903170524,0.013710368466152529,0.00856898029134533,0.00856898029134533,0.021422450728363324,0.02313624678663239,0.05141388174807198,0.02570694087403599,0.03941730934018852,0.05227077977720651
2023-11-14,0.11082024432809773,0.13089005235602094,0.06544502617801047,0.07678883071553229,0.09162303664921466,0.1474694589877836,0.031413612565445025,0.041884816753926704,0.034031413612565446,0.02268760907504363,0.011343804537521814,0.012216404886561954,0.006108202443280977,0.027050610820244327,0.020942408376963352,0.03926701570680628,0.02443280977312391,0.05148342059336824,0.05410122164048865
2023-11-15,0.10930828351836037,0.12980358667805295,0.07002561912894961,0.08710503842869342,0.07514944491887275,0.14773697694278395,0.03159692570452605,0.03928266438941076,0.030742954739538857,0.02220324508966695,0.010247651579846286,0.014517506404782237,0.008539709649871904,0.02391118701964133,0.02391118701964133,0.05465414175918019,0.01964133219470538,0.04782237403928266,0.053800170794193
2023-11-16,0.12040990606319385,0.13748932536293765,0.07344150298889837,0.089666951323655,0.08454312553373185,0.1332194705380017,0.028181041844577284,0.04355251921434671,0.028181041844577284,0.016225448334756618,0.009393680614859094,0.014517506404782237,0.012809564474807857,0.029035012809564473,0.02134927412467976,0.04611443210930828,0.018787361229718188,0.04696840307429547,0.04611443210930828
2023-11-17,0.11764705882352941,0.1360842844600527,0.06760316066725197,0.08516242317822652,0.08340649692712906,0.15891132572431957,0.02633889376646181,0.041264266900790166,0.021071115013169446,0.024582967515364356,0.012291483757682178,0.01755926251097454,0.01141352063213345,0.027216856892010536,0.019315188762071993,0.03950834064969271,0.018437225636523266,0.048287971905179985,0.043898156277436345
2023-11-20,0.1036846615252785,0.13024850042844902,0.0702656383890317,0.08654670094258783,0.07969151670951156,0.14995715509854327,0.02570694087403599,0.04198800342759212,0.030848329048843187,0.02570694087403599,0.011139674378748929,0.017994858611825194,0.00856898029134533,0.024850042844901457,0.023993144815766924,0.04027420736932305,0.022279348757497857,0.05826906598114824,0.04798628963153385
2023-11-21,0.1076388888888889,0.140625,0.07118055555555555,0.08854166666666667,0.09027777777777778,0.15538194444444445,0.030381944444444444,0.036458333333333336,0.026041666666666668,0.019097222222222224,0.010416666666666666,0.016493055555555556,0.0078125,0.027777777777777776,0.019097222222222224,0.030381944444444444,0.019097222222222224,0.05295138888888889,0.050347222222222224
2023-11-22,0.10539845758354756,0.1353898886032562,0.06426735218508997,0.08397600685518423,0.08826049700085689,0.16966580976863754,0.02570694087403599,0.03598971722365039,0.02313624678663239,0.028277634961439587,0.011139674378748929,0.013710368466152529,0.010282776349614395,0.023993144815766924,0.022279348757497857,0.043701799485861184,0.016281062553556127,0.04798628963153385,0.050556983718937444
2023-11-23,0.10897994768962511,0.13949433304272013,0.07149084568439407,0.09415867480383609,0.08282476024411509,0.15257192676547515,0.03312990409764603,0.036617262423714034,0.02877070619006103,0.02702702702702703,0.006974716652136007,0.015693112467306015,0.008718395815170008,0.026155187445510025,0.02005231037489102,0.03487358326068003,0.021795989537925022,0.041848299912816043,0.04882301656495205
2023-11-24,0.09897610921501707,0.13822525597269625,0.07423208191126279,0.09215017064846416,0.08361774744027303,0.1612627986348123,0.03583617747440273,0.04522184300341297,0.021331058020477817,0.02218430034129693,0.0034129692832764505,0.01962457337883959,0.010238907849829351,0.021331058020477817,0.02218430034129693,0.040955631399317405,0.02218430034129693,0.043515358361774746,0.043515358361774746
2023-11-27,0.09507346585998272,0.14433880726015558,0.06914433880726016,0.09248055315471046,0.0847018150388937,0.16594641313742436,0.032843560933448576,0.04407951598962835,0.018150388936905792,0.029386343993085567,0.011235955056179775,0.018150388936905792,0.007778738115816767,0.01901469317199654,0.01901469317199654,0.04062229904926534,0.018150388936905792,0.04062229904926534,0.049265341400172864
2023-11-28,0.09560723514211886,0.14642549526270457,0.06890611541774333,0.0913006029285099,0.07924203273040482,0.16106804478897502,0.040482342807924204,0.03789836347975883,0.018949181739879414,0.02153316106804479,0.0103359173126615,0.01808785529715762,0.0068906115417743325,0.024978466838931956,0.023255813953488372,0.04306632213608958,0.020671834625323,0.04565030146425495,0.04565030146425495
2023-11-29,0.09433962264150944,0.1457975986277873,0.07890222984562607,0.08747855917667238,0.0797598627787307,0.17152658662092624,0.036020583190394515,0.03945111492281304,0.024871355060034305,0.02830188679245283,0.00686106346483705,0.009433962264150943,0.011149228130360206,0.023156089193825044,0.024013722126929673,0.04030874785591767,0.02144082332761578,0.03430531732418525,0.04288164665523156
2023-11-30,0.10762711864406779,0.1423728813559322,0.06864406779661017,0.09152542372881356,0.07542372881355933,0.14745762711864407,0.03305084745762712,0.043220338983050846,0.01864406779661017,0.025423728813559324,0.009322033898305085,0.019491525423728815,0.006779661016949152,0.03220338983050847,0.015254237288135594,0.03474576271186441,0.023728813559322035,0.059322033898305086,0.04576271186440678
2023-12-01,0.11319148936170213,0.14468085106382977,0.07574468085106383,0.08680851063829788,0.07829787234042553,0.1727659574468085,0.028085106382978724,0.0374468085106383,0.01957446808510638,0.01872340425531915,0.00425531914893617,0.01872340425531915,0.007659574468085106,0.026382978723404255,0.016170212765957447,0.03829787234042553,0.01702127659574468,0.05191489361702128,0.04425531914893617
2023-12-04,0.10377358490566038,0.14408233276157806,0.08662092624356775,0.08576329331046312,0.08147512864493997,0.16638078902229847,0.029159519725557463,0.038593481989708404,0.018010291595197257,0.025728987993138937,0.008576329331046312,0.018010291595197257,0.009433962264150943,0.022298456260720412,0.006003430531732418,0.036020583190394515,0.022298456260720412,0.054030874785591765,0.04373927958833619
2023-12-05,0.10409556313993173,0.14675767918088736,0.07423208191126279,0.0878839590443686,0.08532423208191127,0.17320819112627986,0.030716723549488054,0.03583617747440273,0.01877133105802048,0.02303754266211604,0.006825938566552901,0.021331058020477817,0.00938566552901024,0.025597269624573378,0.00938566552901024,0.030716723549488054,0.01962457337883959,0.0537542662116041,0.043515358361774746
2023-12-06,0.1109229466553768,0.1380186282811177,0.07790008467400508,0.08890770533446232,0.08128704487722269,0.1634208298052498,0.03132938187976291,0.03640982218458933,0.024555461473327687,0.01693480101608806,0.006773920406435224,0.01947502116850127,0.005080440304826418,0.027095681625740897,0.015241320914479255,0.04403048264182896,0.02201524132091448,0.04572396274343776,0.04487722269263336
2023-12-07,0.11272416737830913,0.14090520922288644,0.07429547395388557,0.09479077711357814,0.08198121263877028,0.1605465414175918,0.03159692570452605,0.033304867634500426,0.01964133219470538,0.018787361229718188,0.008539709649871904,0.02134927412467976,0.007685738684884714,0.025619128949615714,0.013663535439795047,0.030742954739538857,0.02305721605465414,0.053800170794193,0.04696840307429547
2023-12-08,0.11386986301369863,0.1446917808219178,0.07962328767123288,0.08904109589041095,0.07962328767123288,0.1601027397260274,0.028253424657534245,0.04023972602739726,0.02054794520547945,0.018835616438356163,0.011986301369863013,0.023116438356164382,0.005136986301369863,0.019691780821917807,0.014554794520547944,0.031678082191780824,0.017123287671232876,0.053082191780821915,0.0488013698630137
2023-12-11,0.10068846815834767,0.14543889845094665,0.07917383820998279,0.08691910499139414,0.08003442340791739,0.16265060240963855,0.027538726333907058,0.0387263339070568,0.022375215146299483,0.019793459552495698,0.011187607573149742,0.02495697074010327,0.006024096385542169,0.019793459552495698,0.018072289156626505,0.03700516351118761,0.019793459552495698,0.05421686746987952,0.04561101549053356
2023-12-12,0.11072961373390558,0.14506437768240343,0.07639484978540773,0.0927038626609442,0.07725321888412018,0.14935622317596567,0.034334763948497854,0.0351931330472103,0.020600858369098713,0.018025751072961373,0.01201716738197425,0.02317596566523605,0.010300429184549357,0.019742489270386267,0.020600858369098713,0.03862660944206009,0.01630901287553648,0.054935622317596564,0.04463519313304721
2023-12-13,0.10891938250428816,0.14665523156089194,0.07804459691252144,0.09005145797598628,0.07718696397941681,0.15780445969125215,0.026586620926243566,0.03344768439108062,0.018010291595197257,0.025728987993138937,0.009433962264150943,0.022298456260720412,0.008576329331046312,0.018010291595197257,0.02058319039451115,0.038593481989708404,0.023156089193825044,0.0548885077186964,0.04202401372212693
2023-12-14,0.11158798283261803,0.13733905579399142,0.07124463519313305,0.09184549356223176,0.07210300429184549,0.1682403433476395,0.034334763948497854,0.036051502145922745,0.019742489270386267,0.027467811158798282,0.008583690987124463,0.024892703862660945,0.006008583690987125,0.02317596566523605,0.015450643776824034,0.039484978540772535,0.018025751072961373,0.050643776824034335,0.04377682403433476
2023-12-15,0.10300429184549356,0.14506437768240343,0.07124463519313305,0.0927038626609442,0.07467811158798283,0.17253218884120172,0.034334763948497854,0.03261802575107296,0.027467811158798282,0.02145922746781116,0.00944206008583691,0.022317596566523604,0.010300429184549357,0.01888412017167382,0.015450643776824034,0.02832618025751073,0.024892703862660945,0.05751072961373391,0.03776824034334764
2023-12-18,0.11819727891156463,0.13945578231292516,0.070578231292517,0.08843537414965986,0.0782312925170068,0.16326530612244897,0.02976190476190476,0.031462585034013606,0.02040816326530612,0.023809523809523808,0.01020408163265306,0.027210884353741496,0.007653061224489796,0.02465986394557823,0.012755102040816327,0.03486394557823129,0.02040816326530612,0.05782312925170068,0.04081632653061224
2023-12-19,0.1072340425531915,0.13531914893617022,0.07914893617021276,0.08425531914893616,0.07404255319148936,0.16680851063829788,0.03234042553191489,0.0374468085106383,0.020425531914893616,0.02723404255319149,0.009361702127659575,0.02468085106382979,0.01276595744680851,0.023829787234042554,0.01957446808510638,0.04085106382978723,0.01957446808510638,0.04936170212765958,0.03574468085106383
2023-12-20,0.11871750433275563,0.1412478336221837,0.07452339688041594,0.09098786828422877,0.07972270363951472,0.1611785095320624,0.03552859618717504,0.03119584055459272,0.019064124783362217,0.024263431542461005,0.009532062391681109,0.01993067590987868,0.006065857885615251,0.02512998266897747,0.016464471403812825,0.03726169844020797,0.01733102253032929,0.04679376083188908,0.045060658578856154
2023-12-21,0.11215753424657535,0.136986301369863,0.07448630136986302,0.08904109589041095,0.07962328767123288,0.1583904109589041,0.030821917808219176,0.038527397260273974,0.023972602739726026,0.03424657534246575,0.010273972602739725,0.017123287671232876,0.010273972602739725,0.021404109589041095,0.017123287671232876,0.032534246575342464,0.02226027397260274,0.045376712328767124,0.045376712328767124
2023-12-22,0.11714039621016366,0.14039621016365203,0.06804478897502153,0.08440999138673558,0.07665805340223945,0.1739879414298019,0.025839793281653745,0.04392764857881137,0.019810508182601206,0.01808785529715762,0.008613264427217916,0.017226528854435832,0.013781223083548665,0.028423772609819122,0.01119724375538329,0.03962101636520241,0.026701119724375538,0.05254091300602928,0.03359173126614987
2023-12-25,0.1083617747440273,0.14334470989761092,0.07593856655290103,0.09215017064846416,0.08020477815699659,0.16382252559726962,0.030716723549488054,0.03583617747440273,0.01877133105802048,0.021331058020477817,0.008532423208191127,0.028156996587030716,0.004266211604095563,0.02218430034129693,0.01877133105802048,0.02901023890784983,0.023890784982935155,0.0537542662116041,0.040955631399317405
2023-12-26,0.1096938775510204,0.14285714285714285,0.07142857142857142,0.07738095238095238,0.08418367346938775,0.15136054421768708,0.027210884353741496,0.039965986394557826,0.02465986394557823,0.031462585034013606,0.015306122448979591,0.023809523809523808,0.004251700680272109,0.027210884353741496,0.011904761904761904,0.036564625850340135,0.030612244897959183,0.04846938775510204,0.041666666666666664
2023-12-27,0.11120689655172414,0.13706896551724138,0.06896551724137931,0.0853448275862069,0.08706896551724137,0.1543103448275862,0.03017241379310345,0.0353448275862069,0.025,0.02586206896551724,0.014655172413793103,0.02327586206896552,0.004310344827586207,0.025,0.015517241379310345,0.03017241379310345,0.025,0.056896551724137934,0.04482758620689655
2023-12-28,0.10463121783876501,0.13893653516295026,0.06518010291595197,0.08662092624356775,0.08662092624356775,0.1680960548885077,0.03344768439108062,0.03945111492281304,0.01972555746140652,0.025728987993138937,0.012864493996569469,0.02144082332761578,0.007718696397941681,0.02058319039451115,0.017152658662092625,0.02830188679245283,0.022298456260720412,0.057461406518010294,0.04373927958833619
2023-12-29,0.11687170474516696,0.15114235500878734,0.06678383128295255,0.09226713532513181,0.08260105448154657,0.15641476274165203,0.025483304042179262,0.03690685413005272,0.021968365553602813,0.03251318101933216,0.012302284710017574,0.01845342706502636,0.0035149384885764497,0.020210896309314587,0.020210896309314587,0.027240773286467488,0.016695957820738138,0.06063268892794376,0.037785588752196834
2024-01-02,0.11092003439380911,0.1410146173688736,0.06362854686156492,0.08770421324161651,0.08082545141874463,0.177128116938951,0.028374892519346516,0.034393809114359415,0.018056749785038694,0.026655202063628546,0.013757523645743766,0.019776440240756664,0.005159071367153913,0.021496130696474634,0.015477214101461736,0.03181427343078246,0.025795356835769563,0.058469475494411005,0.03955288048151333
